강좌명,학습기관,학습기간,접수기간,강사명,수강료,교육방법,교육대상,교육주기,교육정원,교육장소,교육문의전화,접수방법,직업능력개발_훈련비지원,교육공고_링크,조회수
"클래식 발레(초등1,2학년, 14시)",영도구평생학습관,2024.10.05 ~ 2024.12.21,2024.09.19 ~ 2024.09.30,박소희,60000원,Offline (오프라인),기타,,15,영도문화예술회관 제4연습실,--,,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2910,0
쉽게 배우는 수학 보드게임,부산진구평생학습관,2024.10.05 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,이미령,무료,Offline (오프라인),초등학생(1~6),,12,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7122&lectureCode=20240828EDZM5791&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
놀면서 창의력이 쑥쑥! 놀이수학B (초등저),부산진구평생학습관,2024.10.05 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,신정숙,무료,Offline (오프라인),초등학생(1~6),,10,강의실4,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7118&lectureCode=20240828HVVZ6380&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
집중력 향상! 창의 보드게임,부산진구평생학습관,2024.10.05 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,이해경,무료,Offline (오프라인),초등학생(1~6),,12,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7121&lectureCode=20240828XWSH7384&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
알쏭달쏭 키즈과학 연구소 (5~7세),부산진구평생학습관,2024.10.05 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,한은해,무료,Offline (오프라인),유아,,12,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7119&lectureCode=20240828BKJA2968&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
놀면서 창의력이 쑥쑥! 놀이수학A (초등저),부산진구평생학습관,2024.10.05 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,신정숙,무료,Offline (오프라인),초등학생(1~6),,10,강의실4,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7117&lectureCode=20240828NOJI9679&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
알쏭달쏭 키즈과학 연구소 (7세~초등저),부산진구평생학습관,2024.10.05 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,한은해,무료,Offline (오프라인),초등학생(1~6),,12,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7120&lectureCode=20240828JCJK2504&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
[퓨어공방] 여유로운 주말 스칸디아모스와 함께해요,부산진구평생학습관,2024.10.05 ~ 2024.10.26,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7052&lectureCode=20240816UTRO8601&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
꼬마쉐프! 요리교실 (10월),부산진구평생학습관,2024.10.05 ~ 2024.10.26,2024.09.05 ~ 2024.09.11,김명진,무료,Offline (오프라인),기타,,6,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7123&lectureCode=20240828OEDB3167&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
[상희플라워] 초등원예테라피 - 그림책과 함께 마음 꽃 피우다,부산진구평생학습관,2024.10.05 ~ 2024.10.19,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7008&lectureCode=20240814NPCX9402&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
뜨개질로 만드는 아기모자,사하구평생학습관,2024.10.05 ~ 2024.10.12,2024.08.22 ~ 2024.09.28,박영혜,무료,Offline (오프라인),일반성인,토 | 10:00 ~ 12:00,10,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5654,0
[퓨어공방] 여유로운 주말 스칸디아모스와 함께해요,부산진구평생학습관,2024.10.05 ~ 2024.10.12,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7052&lectureCode=20240816UTRO8601&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
어반스케치로 나만의 엽서 만들기,사하구평생학습관,2024.10.05 ~ 2024.10.05,2024.08.22 ~ 2024.09.28,문나영,무료,Offline (오프라인),일반성인,토 | 13:00 ~ 15:00,10,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5653,0
[토요일 클래스] 라탄원형 손가방,영도구평생학습관,2024.10.05 ~ 2024.10.05,2024.08.26 ~ 2024.09.08,박미숙,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2884,0
[토요일 클래스] 가을을 담은 백드롭 페인팅,영도구평생학습관,2024.10.05 ~ 2024.10.05,2024.08.26 ~ 2024.09.08,장은지,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2886,0
CPA 컬러테라피로 보는 나의 컬러성향,사하구평생학습관,2024.10.05 ~ 2024.10.05,2024.08.22 ~ 2024.09.28,"김효선,김희연",무료,Offline (오프라인),일반성인,토 | 15:00 ~ 17:00,10,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5652,0
[토요일 클래스] 고흐 해바라기 유화,영도구평생학습관,2024.10.05 ~ 2024.10.05,2024.08.26 ~ 2024.09.08,조보금,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2885,0
6.[정규] 재난예방안전관리사 자격증 과정,서구평생학습관,2024.10.04 ~ 2024.12.06,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1655&menuCd=DOM_000000703001004000,0
초등책놀이지도사 2급 자격과정,북구평생학습관,2024.10.04 ~ 2024.11.29,2024.08.16 ~ 2024.09.27,,11700300006000010000원,Offline (오프라인),일반성인,금,15,화명도서관 대강좌실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2425,0
초보 가드너를 위한 식물 인테리어,부산진구평생학습관,2024.10.04 ~ 2024.11.01,2024.09.05 ~ 2024.09.11,박진우,무료,Offline (오프라인),일반성인,,15,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7116&lectureCode=20240828QZQM1497&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[10월] 스마트폰 활용,부산진구평생학습관,2024.10.04 ~ 2024.10.31,2024.09.24 ~ 2024.09.26,조현숙,무료,Offline (오프라인),일반성인,,30,전산교육장,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7133&lectureCode=20240912OOEE0727&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=N&limitNum=1&seqAry=,0
[10월] 스마트폰 기초,부산진구평생학습관,2024.10.04 ~ 2024.10.31,2024.09.24 ~ 2024.09.26,조현숙,무료,Offline (오프라인),일반성인,,30,전산교육장,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7132&lectureCode=20240912TWLI8496&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=N&limitNum=1&seqAry=,0
[퓨어공방] 스칸디아모스와 가을을 담다(야간),부산진구평생학습관,2024.10.04 ~ 2024.10.25,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7053&lectureCode=20240816RUAP0419&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[휴놀교실] 장애인과 비장애인이 함께하는 <가을의 소리를 그려 보아요!>,북구평생학습관,2024.10.04 ~ 2024.10.25,2024.09.09 ~ 2024.09.30,,무료,Offline (오프라인),일반성인,금,5,정아트디자인센터(만덕동),051-309-6172,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2463,0
[퓨어공방] 스칸디아모스와 가을을 담다(야간),부산진구평생학습관,2024.10.04 ~ 2024.10.18,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7053&lectureCode=20240816RUAP0419&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
닥종이인형공예,영도구평생학습관,2024.10.02 ~ 2024.12.18,2024.09.19 ~ 2024.09.30,차미경,60000원,Offline (오프라인),기타,,15,영도국민체육센터 동백홀,--,,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2904,0
성악,영도구평생학습관,2024.10.02 ~ 2024.12.18,2024.09.19 ~ 2024.09.30,김도현,60000원,Offline (오프라인),기타,,20,영도문화예술회관 제2연습실,--,,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2903,0
식습관 코칭 지도사 자격과정,사하구평생학습관,2024.10.02 ~ 2024.12.11,2024.08.22 ~ 2024.09.25,서영주,무료,Offline (오프라인),일반성인,수 | 10:00 ~ 12:00,30,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5665,0
테이스팅으로 떠나는 유럽 와인 여행,사하구평생학습관,2024.10.02 ~ 2024.12.11,2024.08.22 ~ 2024.09.25,이종철,무료,Offline (오프라인),일반성인,수 | 19:00 ~ 21:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5657,0
2.[정규]당신만 모르는 돈이 되는 비즈니스 글쓰기,서구평생학습관,2024.10.02 ~ 2024.11.27,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1651&menuCd=DOM_000000703001004000,0
홈파티 플라워 센터피스(10월),부산진구평생학습관,2024.10.02 ~ 2024.10.30,2024.09.05 ~ 2024.09.11,박진우,무료,Offline (오프라인),일반성인,,15,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7111&lectureCode=20240828PEHZ8118&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[폐강] 홈파티 플라워 센터피스(10월),부산진구평생학습관,2024.10.02 ~ 2024.10.30,2024.09.05 ~ 2024.09.11,박진우,무료,Offline (오프라인),일반성인,,15,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7111&lectureCode=20240828PEHZ8118&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[유리풀] 스테인드 글라스 미니무드등 만들기,부산진구평생학습관,2024.10.02 ~ 2024.10.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7081&lectureCode=20240823NPJQ7867&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[모모라미스튜디오] 금전운을 부르는 해바라기 나이프화 (야간),부산진구평생학습관,2024.10.02 ~ 2024.10.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7027&lectureCode=20240814WRII1796&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
퀼트·프랑스 자수,영도구평생학습관,2024.10.01 ~ 2024.12.17,2024.09.19 ~ 2024.09.30,김운영,60000원,Offline (오프라인),기타,,15,영도국민체육센터 동백홀,--,,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2902,0
통합실버케어전문가 자격과정,사하구평생학습관,2024.10.01 ~ 2024.12.17,2024.08.22 ~ 2024.09.24,양영주,무료,Offline (오프라인),일반성인,화 | 14:00 ~ 17:00,30,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5670,0
내 인생을 담은 자서전 쓰기(10/8 개강),사하구평생학습관,2024.10.01 ~ 2024.12.17,2024.08.22 ~ 2024.09.24,우혜진,무료,Offline (오프라인),일반성인,화 | 19:00 ~ 21:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5660,0
내 인생을 담은 자서전 쓰기,사하구평생학습관,2024.10.01 ~ 2024.12.17,2024.08.22 ~ 2024.09.24,우혜진,무료,Offline (오프라인),일반성인,화 | 19:00 ~ 21:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5660,0
노화방지를 위한 기초 근력운동&스트레칭,해운대구 평생학습관,2024.10.01 ~ 2024.11.01,2024.07.03 ~ 2024.07.15,,무료,Offline (오프라인),일반성인,,20,영산대학교 E동 4층 403호,,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024060114,0
[푸어푸어공방] 리본 은발찌 만들기,부산진구평생학습관,2024.10.01 ~ 2024.10.01,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7057&lectureCode=20240816GYNR9445&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
이야기할머니 예비활동가 양성과정,사하구평생학습관,2024.09.30 ~ 2024.12.16,2024.08.22 ~ 2024.09.23,백승미,무료,Offline (오프라인),일반성인,월 | 10:00 ~ 13:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5673,0
2024년 커피문화 확산 평생교육 프로그램 (주말반),영도구평생학습관,2024.09.29 ~ 2024.12.08,2024.09.04 ~ 2024.09.13,이은이,무료,Offline (오프라인),기타,,10,블루포트2021 커피랩실,051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2900,0
해피 북버스데이(14:00-15:30)(유아5~7세),영도구평생학습관,2024.09.29 ~ 2024.09.29,2024.09.03 ~ 2024.09.27,,무료,Offline (오프라인),기타,,20,영도도서관 1층 주차장 책버스,051-419-4835,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2871,0
해피 북버스데이(10:30-12:00)(초등1~3학년),영도구평생학습관,2024.09.29 ~ 2024.09.29,2024.09.03 ~ 2024.09.27,,무료,Offline (오프라인),기타,,20,영도도서관 1층 주차장 책버스,051-419-4835,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2870,0
[곰방공방] 터프팅 클래스 (주말),부산진구평생학습관,2024.09.28 ~ 2024.11.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7039&lectureCode=20240814WUIH7239&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[길소의부엌] 쌀가루로 만드는 디저트,부산진구평생학습관,2024.09.28 ~ 2024.10.19,2024.08.23 ~ 2024.09.02,,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7034&lectureCode=20240814KVJX9180&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[토요일 클래스] 영도바다 입욕제 만들기,영도구평생학습관,2024.09.28 ~ 2024.09.28,2024.08.26 ~ 2024.09.06,김미정,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2881,0
[토요일 클래스] DIY 타일 트레이 만들기,영도구평생학습관,2024.09.28 ~ 2024.09.28,2024.08.26 ~ 2024.09.08,이동미,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2882,0
