출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,링크
워크넷,다정재가노인복지센터,재가요양보호사 모집(사상구),"시급 9,860원 이상",24/09/11,24/09/25 마감,"부산광역시 사상구 사상로336번길 39 (덕포동, 삼포맨션)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              요양보호사 모집  <br/>-4등급 할머니 (남편분 계시나 노인 일자리 근무로 낮에는 안계심)<br/>- 09:00~12:00 / 주3일 <br/>- 신체활동지원, 정서지원 및 가사활동지원<br/>-  시급 :주휴연차수당 포함 12,500원
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10102409110001&rtnTarget=list4
워크넷,무궁화재가노인복지시설,[가야동] 재가요양보호사 채용,"시급 12,400원 ~ 12,400원",24/09/11,정보 없음,"부산광역시 부산진구 가야대로614번길 36-13, . (가야동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 15시간)",사회복지 상담서비스 제공업,,"<td>
              
              - 가야역 3번출구 2분거리<br/>- 4등급 80대/남/독거<br/>- 근무시간 : 오전 09시~12시/ 주6일<br/>- 시급 12,400원<br/>- 신체활동지원, 가사 및 일상생활지원 , 일반적인 요양보호사 업무<br/><br/>- 채용담당자 연락처 : 051-896-5334<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요 (051-605-6409)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409110002&rtnTarget=list5
워크넷,다솔재가노인복지센터,개금동 재가요양보호사 모집 [4등급 80대 여자 어르신 09:00~12:00 주3일],"시급 9,860원 ~ 9,860원",24/09/11,정보 없음,"부산광역시 부산진구 백양관문로 10, .. (당감동, 주공아파트3단지)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,,"<td>
              
              [개금동] 재가요양보호사 모집<br/>- 개금동 개금주공3단지아파트<br/>- 4등급 80대 여자 어르신 (배우자 있으심)<br/>- 09:00~12:00 /월수금 주 3일(3시간)<br/>- 시급: 12,500원 (연차, 주휴 등 제수당 포함함 포괄시급)<br/>- 가사, 청소, 일상생활 지원 등<br/><br/>- 지원희망하시는 분은 부산진구청 취업정보센터로 전화주세요(☎051-605-6406)<br/><br/>***다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정시간 이나 임금, 근무지 (예정)지 등에 차이가 있을 수 있습니다. 자세한 사항은 근로계약 진행시 채용담당자와 협의하시길 바랍니다.
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409110001&rtnTarget=list6
워크넷,소나무재가노인복지센터,[소나무재가노인복지센터] 낙동북로 188. 4등급 여자어르신,"시급 9,860원 ~ 9,860원",24/09/10,정보 없음,부산광역시 강서구 낙동북로188번길 1 (대저1동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 상담서비스 제공업,,"<td>
              
              1) 근무 : 채용즉시, 월~금 09:00-12:00 (시간조정가능)<br/>2) 근무일 : 주5회<br/>3) 시급 : 9,860원(제수당, 주휴수당 미포함)<br/>4) 어르신 상태 및 환경 : 4등급 여자어르신, 독거<br/>5) 주요업무 : 급여제공계획에 따른 일반적인 재가요양업무<br/>6)지원 방법<br/> -문자 및 전화 : 010-4648-3480<br/>      (성함, 거주지, 지원하는곳, 경력 작성하셔서 보내주세요)
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130232409100065&rtnTarget=list7
워크넷,(주)듀델코리아,[남천동] 남천우성보라 아파트 경비원 채용,"시급 9,860원 ~ 9,860원",24/09/10,24/10/09 마감,"부산광역시 수영구 수영로408번길 55, , (남천동, 우성보라)",관계없음,학력무관,주 4일 근무,경비 및 경호 서비스업,,"<td>
              
              [남천동] 남천우성보라 아파트 경비원 채용<br/><br/>* 아파트 경비원 1명 채용<br/>* 근무형태 : 2교대 근무, 06:00~21:30 (15.5시간 근무, 휴게 주간 2시간)<br/>* 월 급 여 : 2,039,930원<br/>* 근 무 지 : 수영구 수영로 408번길 55<br/>* 우대사항 : ★복지카드 소지자 우대<br/>* 지원방법 : 이력서 팩스지원 / 팩스번호 (070-4275-5369)<br/>* 지원문의 : 051-807-7560<br/><br/>* 이력서 상단 '남천 우성보라 경비지원' 기재 필수<br/>* 사전 약속없이 근무지 (아파트)에 방문하지 않도록 해주시기 바랍니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409100005&rtnTarget=list8
워크넷,온누리재가노인복지센터,"[양정동] 재가요양보호사 [주6일, 3등급 할머니, 오후]","시급 9,860원 ~ 12,700원",24/09/10,정보 없음,"부산광역시 부산진구 거제대로72번길 31 (양정동, 청보빌라)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",노인 요양 복지시설 운영업,,"<td>
              
              - 3등급 80대초반 여자어르신 <br/>- 양정초등학교 인근<br/>- 주 6일(월~금)  오후 12:30~15:30/ (토) 오전 9:00~12:00<br/>- 시급 12,700원(주휴,연차수당을 포함한 포괄시급)<br/>- 신체적, 가사 및 일상생활지원<br/>- 휠체어사용 능하신 분 우대<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6408)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/><br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409100003&rtnTarget=list9
워크넷,해맑음재가복지센터,재가요양보호사 구인(초량동),"시급 9,860원 ~ 9,860원",24/09/10,정보 없음,"부산광역시 동구 초량중로 114 (초량동, 범양레우스 센트럴베이)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",개인 간병 및 유사 서비스업,,"<td>
              
              - 4등급 90대 중반 남자 어르신(독거)<br/>- 가사 및 일상생활 지원, 정서지원 등..<br/>- 주6일/ 14:00~17:00<br/>- 시급 12,600원(제수당포함)<br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 **
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBF002409100003&rtnTarget=list10
워크넷,승학재가복지센터,[범천동] 재가요양보호사 모집,"시급 9,860원 이상",24/09/10,정보 없음,"부산광역시 부산진구 범일로154번길 21, 인근 아파트 (범천동, 중앙시장)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,,"<td>
<br/>- 4등급 할머니 (80대, 독거)<br/>- 범천동 중앙시장 인근 아파트<br/>- 일반적인 요양보호사 업무<br/>- (월,수,금) 09:30 ~12:30 <br/>- 시급12,500원 (제세수당 포함)
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409100005&rtnTarget=list1
워크넷,주식회사 새한티에스,[ 2024 수영구 일자리박람회 간접참여 ] 미화원 모집,월급 160만원 ~ 160만원,24/09/10,24/09/24 마감,"부산광역시 북구 덕천동 만덕대로39번길 30, 덕천지하상가 관리사무소 (덕천동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 30시간)",온라인 활용 마케팅 및 관련 사업지원 서비스업,051-610-4833,"<td>
              
              [ 2024 수영구 일자리박람회 간접참여 ] 미화원 모집합니다.<br/><br/>[ 근무조건 ]<br/>✔ 채용인원 : 1명<br/>✔ 업무내용 : 덕천 지하상가 공용부분 청소<br/>✔ 근무시간 : 15:00~21:00 / 주6일 근무<br/>✔ 지원자격 : 경력자 우대<br/>✔ 급여 : 월급 1,608,580원<br/>✔ 행사장 당일 이력서 접수<br/> <br/>---------------------------------------------<br/><br/>[2024 수영구 일자리박람회]<br/>- 일시 : 2024. 09. 26(목) 13:00 ~ 17:00<br/>- 장소 : 지하철 2호선 수영역 역사 지하1층 8~17번 출구 사이 광장<br/>- 접수 : 이력서 소지 또는 현장작성 후 접수 (신분증 지참)<br/>- 접수자 소정 기념품 증정<br/><br/>■ 수영구 홈페이지- 일자리종합센터 카테고리 클릭 - 일자리박람회 직.간접 구인정보 파일 등록 참조
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002409100039&rtnTarget=list2
워크넷,의료법인 센텀의료재단 센텀종합병원,【2024 수영구 일자리박람회 간접참여】 센텀종합병원 신관 병원구내식당 조리사 모집,월급 290만원 ~ 290만원,24/09/10,24/09/24 마감,"부산광역시 수영구 수영로 677, 부산센텀병원",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",종합 병원,051-610-4831,"<td>
              
              【2024 수영구 일자리박람회 간접참여】 센텀종합병원 신관 병원구내식당 조리사 모집<br/><br/>- 구체적인 직무 -<br/>✔ 모집부분 : 병원구내식당 조리사 업무 / 조리ㆍ배선ㆍ전처리ㆍ설거지ㆍ주방청소 등<br/>✔ 지원자격 : 무관, 조리사 자격증 우대<br/>✔ 근무시간 : 05:30~18:30(면접시 협의가능), 주5일 근무, 월8~10회 휴무/휴게시간: 07:00~08:00, 14:00~15:00<br/>✔ 임 금 : 월급 2,900,000원<br/>✔ 행사장 당일 이력서 접수<br/><br/>--------------------------------------------------------------------<br/>[2024 수영구 일자리박람회]<br/>- 일시 : 2024. 09. 26(목) 13:00 ~ 17:00<br/>- 장소 : 지하철 2호선 수영역 역사 지하1층 8~17번 출구 사이 광장<br/>- 접수 : 이력서 소지 또는 현장작성 후 접수 (신분증 지참)<br/>- 접수자 소정 기념품 증정<br/><br/>■ 수영구 홈페이지- 일자리종합센터 카테고리 클릭 - 일자리박람회 직.간접 구인정보 파일 등록 참조
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002409100029&rtnTarget=list3
워크넷,가족돌봄방문요양센터,"요양보호사 선생님 모집합니다.(장림동, 장림시장 6길 주택)","시급 9,860원 ~ 9,860원",24/09/10,24/09/14 마감,부산광역시 사하구 장림시장6길 19 (장림동),경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 상담서비스 제공업,051-220-5692,"<td>
              
              요양보호사 선생님 구인 (근무지 : 장림동 장림시장6길 주택) <br/><br/>-4등급 86세 남자어르신 / 배우자와 거주<br/>-주 5일(월-금) / 오전 10:00-13:00 (3시간) <br/>-식사도움, 이동도움, 말벗, 병원동행<br/>-목욕은 방문목욕차량 이용<br/>-시급 : 9,860원  (주휴 등 제수당 별도지급)<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다<br/>지원 문의:051-220-5692 실제 구직지원 의사 있는 분들만 접수 부탁드립니다.
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052409100019&rtnTarget=list4
워크넷,다미원수산,다미원수산 현장직 모집 (일광),"시급 9,860원 ~ 9,860원",24/09/10,정보 없음,"부산광역시 기장군 일광면 일역길 75-13, .",관계없음,학력무관,주 4일 근무,수산식물 가공 및 저장 처리업,,"<td>
              
              [다미원수산 현장직  업무]<br/>* 기장군 일광면 일역길 75-13<br/>* 근무내용: 현장업무(포장)<br/>* 근무시간: 주4일(월~목) , 09:00~16:00 (휴게시간 12:00~13:00)<br/>* 급      여: 시급 9,860원 (9개월 계약직)<br/>* 전화 후 방문 접수 - 이력서<br/>* 채용담당자 : 051)722-0700
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409100006&rtnTarget=list5
워크넷,사랑나눔재가복지센터,[동삼동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",24/09/10,정보 없음,"부산광역시 영도구 함지로79번길 53 (동삼동, 동삼2지구영구임대아파트)",관계없음,학력무관,주 5일 근무,그 외 기타 비거주 복지 서비스업,,"<td>
              
              - 4등급 독거할머니 (80후반) /거동가능<br/>- 신체지원활동, 정서지원, 가사생활지원 등<br/>- 근무시간: 오전 9:00~12:00 (주5일)<br/>- 전화(010-4842-0567) 후 지원 요망.<br/>- 시급 9,860원 + 제세수당포함 = 12,500원
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBO002409100001&rtnTarget=list6
